Trip Duration (secs),starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
832,33:10.2,47:03.1,3195,Sip Ave,40.7308971,-74.06391263,3210,Pershing Field,40.74267714,-74.05178863,47258,Subscriber,1991,male
347,39:43.1,45:30.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,44747,Subscriber,1959,male
405,42:23.9,49:09.9,3275,Columbus Drive,40.718355200000005,-74.03891444,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42535,Subscriber,1980,male
300,50:31.0,55:31.3,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42805,Subscriber,1994,male
1063,53:57.3,11:41.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3210,Pershing Field,40.74267714,-74.05178863,46541,Customer,1991,male
213,02:14.6,05:48.1,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,41620,Subscriber,1949,male
296,04:22.9,09:19.4,3202,Newport PATH,40.7272235,-74.03375890000001,3187,Warren St,40.721123600000006,-74.03805095,44671,Subscriber,1992,male
497,08:57.2,17:14.8,3210,Pershing Field,40.74267714,-74.05178863,3281,Leonard Gordon Park,40.74590997,-74.05727148,42432,Subscriber,1994,male
193,16:16.3,19:30.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3279,Dixon Mills,40.72163014,-74.04996783,41620,Subscriber,1949,male
796,18:09.0,31:25.6,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,45274,Subscriber,1996,male
506,23:06.9,31:33.1,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,48753,Subscriber,1976,male
775,27:05.3,40:00.5,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,48913,Subscriber,1994,male
876,33:32.6,48:08.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3187,Warren St,40.721123600000006,-74.03805095,32370,Subscriber,1991,male
339,35:56.1,41:36.0,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44872,Subscriber,1994,female
190,41:32.6,44:43.0,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,44424,Subscriber,1982,male
314,43:54.7,49:09.6,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,47029,Subscriber,1992,male
1250,44:10.3,05:01.0,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3276,Marin Light Rail,40.71458404,-74.04281706,40866,Subscriber,1992,male
325,51:07.5,56:32.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3185,City Hall,40.717732500000004,-74.04384499999999,44424,Subscriber,1982,male
704,52:43.2,04:27.8,3187,Warren St,40.721123600000006,-74.03805095,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44671,Subscriber,1992,male
640,00:00.4,10:41.3,3220,5 Corners Library,40.73496102,-74.05950308,3275,Columbus Drive,40.718355200000005,-74.03891444,40958,Subscriber,1986,male
393,20:43.9,27:17.7,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42805,Subscriber,1962,male
301,51:48.3,56:49.3,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,39533,Subscriber,1959,male
299,26:41.4,31:41.1,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,44747,Subscriber,1981,male
524,59:58.7,08:43.5,3481,York St,40.71649,-74.04105,3203,Hamilton Park,40.72759597,-74.04424731,48932,Subscriber,1984,female
636,12:43.3,23:20.0,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.724605100000005,-74.07840595,42339,Subscriber,1991,male
173,32:49.1,35:42.3,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,43361,Subscriber,1986,male
1807,40:20.5,10:27.6,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,44425,Customer,1994,male
443,25:13.8,32:37.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,44872,Subscriber,1994,female
262,11:17.6,15:40.3,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,43693,Subscriber,1981,male
900,27:39.7,42:40.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,42177,Subscriber,1966,male
151,17:11.4,19:42.5,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,31659,Subscriber,1970,male
475,11:01.6,18:57.1,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,28025,Subscriber,1994,male
191,29:02.0,32:13.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,42178,Subscriber,1986,male
368,32:28.5,38:36.8,3205,JC Medical Center,40.71653978,-74.04963791,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42178,Subscriber,1986,male
367,48:17.2,54:24.9,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.721123600000006,-74.03805095,46410,Subscriber,1983,male
205,48:51.9,52:16.9,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958612,-74.04311746,46326,Subscriber,1980,male
125,55:29.6,57:34.9,3681,Grand St,40.71517768,-74.03768331,3275,Columbus Drive,40.718355200000005,-74.03891444,42614,Subscriber,1962,male
1756,04:02.7,33:19.3,3196,Riverview Park,40.7443187,-74.04399090000001,3186,Grove St PATH,40.71958612,-74.04311746,47188,Subscriber,1980,male
654,09:30.6,20:25.0,3278,Monmouth and 6th,40.72568548,-74.04879034,3195,Sip Ave,40.7308971,-74.06391263,42788,Subscriber,1983,male
259,10:52.1,15:12.0,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3481,York St,40.71649,-74.04105,45264,Subscriber,1988,female
300,15:32.5,20:33.0,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,44747,Subscriber,1981,male
186,28:56.7,32:03.7,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958612,-74.04311746,41369,Subscriber,1984,male
597,35:08.7,45:06.3,3195,Sip Ave,40.7308971,-74.06391263,3281,Leonard Gordon Park,40.74590997,-74.05727148,28025,Subscriber,1994,male
733,42:50.6,55:03.8,3639,Harborside,40.71925170000001,-74.034234,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,40318,Subscriber,1989,female
343,48:01.0,53:44.8,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,43693,Subscriber,1994,female
249,52:57.5,57:07.4,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,39661,Subscriber,1992,male
519,53:45.4,02:24.6,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3269,Brunswick & 6th,40.72601173,-74.05038893,44576,Subscriber,1994,male
494,57:29.6,05:43.9,3202,Newport PATH,40.7272235,-74.03375890000001,3272,Jersey & 3rd,40.72333159,-74.04595256,42205,Subscriber,1991,female
463,01:58.2,09:41.5,3276,Marin Light Rail,40.71458404,-74.04281706,3639,Harborside,40.71925170000001,-74.034234,48740,Subscriber,1977,female
110,09:02.8,10:53.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3272,Jersey & 3rd,40.72333159,-74.04595256,42230,Subscriber,1960,male
192,09:03.4,12:16.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,48915,Subscriber,1958,female
187,12:31.9,15:39.8,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,40866,Subscriber,1993,male
476,12:53.5,20:50.3,3276,Marin Light Rail,40.71458404,-74.04281706,3639,Harborside,40.71925170000001,-74.034234,42634,Subscriber,1993,female
432,14:39.2,21:51.7,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,42120,Subscriber,1985,female
334,21:08.2,26:43.1,3211,Newark Ave,40.72152515,-74.04630454,3639,Harborside,40.71925170000001,-74.034234,40168,Subscriber,1988,female
176,21:09.4,24:05.8,3185,City Hall,40.717732500000004,-74.04384499999999,3681,Grand St,40.71517768,-74.03768331,44424,Subscriber,1985,male
78,22:25.4,23:43.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,42230,Subscriber,1960,male
452,45:41.2,53:13.8,3195,Sip Ave,40.7308971,-74.06391263,3209,Brunswick St,40.7241765,-74.05065640000001,40053,Customer,1990,male
284,47:28.8,52:12.9,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,44744,Subscriber,1981,male
664,54:48.3,05:52.5,3210,Pershing Field,40.74267714,-74.05178863,3209,Brunswick St,40.7241765,-74.05065640000001,41703,Subscriber,1995,male
611,00:00.7,10:12.3,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44920,Subscriber,1980,female
217,04:58.8,08:36.4,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,46326,Subscriber,1992,male
381,06:18.3,12:39.8,3187,Warren St,40.721123600000006,-74.03805095,3209,Brunswick St,40.7241765,-74.05065640000001,46410,Subscriber,1986,male
634,11:34.1,22:08.1,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,44690,Subscriber,1991,male
180,12:40.9,15:41.5,3640,Journal Square,40.733670000000004,-74.0625,3201,Dey St,40.737711,-74.066921,27485,Subscriber,1989,male
633,14:04.7,24:38.2,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42452,Subscriber,1993,male
484,15:45.5,23:50.2,3202,Newport PATH,40.7272235,-74.03375890000001,3278,Monmouth and 6th,40.72568548,-74.04879034,29339,Subscriber,1988,female
330,21:17.3,26:47.4,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.718355200000005,-74.03891444,48924,Subscriber,1964,female
242,21:28.2,25:30.8,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3638,Washington St,40.7242941,-74.0354826,42194,Subscriber,1986,female
176,23:34.3,26:30.3,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,38930,Subscriber,1984,female
229,24:48.3,28:38.0,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,40866,Subscriber,1980,male
2880,26:46.2,14:46.4,3639,Harborside,40.71925170000001,-74.034234,3187,Warren St,40.721123600000006,-74.03805095,48740,Subscriber,1977,female
2850,27:12.4,14:42.4,3639,Harborside,40.71925170000001,-74.034234,3187,Warren St,40.721123600000006,-74.03805095,42368,Subscriber,1978,female
255,27:33.2,31:49.0,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,42452,Subscriber,1990,male
203,28:39.1,32:02.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,44576,Subscriber,1993,female
159,28:47.6,31:27.3,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,40756,Subscriber,1968,female
213,33:43.3,37:16.6,3639,Harborside,40.71925170000001,-74.034234,3275,Columbus Drive,40.718355200000005,-74.03891444,40954,Subscriber,1982,male
251,33:43.4,37:55.4,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,46326,Subscriber,1982,male
347,34:19.9,40:06.9,3639,Harborside,40.71925170000001,-74.034234,3211,Newark Ave,40.72152515,-74.04630454,40168,Subscriber,1988,female
423,35:12.7,42:15.8,3209,Brunswick St,40.7241765,-74.05065640000001,3481,York St,40.71649,-74.04105,44857,Subscriber,1961,male
295,40:17.6,45:12.7,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,32370,Subscriber,1990,male
726,41:43.2,53:49.7,3269,Brunswick & 6th,40.72601173,-74.05038893,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26703,Subscriber,1994,male
2368,43:15.7,22:44.4,3275,Columbus Drive,40.718355200000005,-74.03891444,3275,Columbus Drive,40.718355200000005,-74.03891444,40954,Subscriber,1986,female
1495,45:06.4,10:02.2,3212,Christ Hospital,40.73478582,-74.05044364,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42150,Customer,1991,female
196,46:33.6,49:50.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,42308,Subscriber,1975,female
214,51:13.2,54:47.8,3273,Manila & 1st,40.72165072,-74.04288411,3270,Jersey & 6th St,40.72528911,-74.04557168,48915,Subscriber,1958,female
1178,52:49.5,12:28.2,3212,Christ Hospital,40.73478582,-74.05044364,3638,Washington St,40.7242941,-74.0354826,46926,Subscriber,1992,female
1111,53:41.9,12:13.3,3212,Christ Hospital,40.73478582,-74.05044364,3638,Washington St,40.7242941,-74.0354826,33084,Subscriber,1990,male
676,56:39.5,07:55.7,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3639,Harborside,40.71925170000001,-74.034234,47054,Subscriber,1962,male
315,57:40.4,02:56.4,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,44744,Subscriber,1981,male
415,58:56.4,05:52.0,3275,Columbus Drive,40.718355200000005,-74.03891444,3202,Newport PATH,40.7272235,-74.03375890000001,42364,Subscriber,1982,male
1024,01:52.5,18:56.6,3194,McGinley Square,40.72533993,-74.06762213,3203,Hamilton Park,40.72759597,-74.04424731,41618,Subscriber,1986,female
244,01:57.6,06:02.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3279,Dixon Mills,40.72163014,-74.04996783,29339,Subscriber,1987,male
860,04:29.8,18:50.0,3194,McGinley Square,40.72533993,-74.06762213,3203,Hamilton Park,40.72759597,-74.04424731,42810,Subscriber,1953,female
581,09:26.5,19:08.2,3187,Warren St,40.721123600000006,-74.03805095,3483,Montgomery St,40.71942,-74.05099,42452,Subscriber,1987,female
659,09:55.4,20:55.0,3639,Harborside,40.71925170000001,-74.034234,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,47054,Subscriber,1962,male
203,11:55.3,15:19.0,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,48922,Subscriber,1975,male
1732,12:30.8,41:22.9,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44671,Customer,2001,male
208,15:59.1,19:27.6,3276,Marin Light Rail,40.71458404,-74.04281706,3483,Montgomery St,40.71942,-74.05099,43928,Subscriber,1989,male
403,17:28.8,24:12.3,3187,Warren St,40.721123600000006,-74.03805095,3681,Grand St,40.71517768,-74.03768331,48740,Subscriber,1977,female
388,17:42.7,24:10.9,3187,Warren St,40.721123600000006,-74.03805095,3681,Grand St,40.71517768,-74.03768331,42368,Subscriber,1978,female
463,18:49.6,26:33.3,3272,Jersey & 3rd,40.72333159,-74.04595256,3639,Harborside,40.71925170000001,-74.034234,42308,Customer,1988,male
436,21:31.3,28:48.0,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.724605100000005,-74.07840595,44747,Subscriber,1996,male
465,23:55.2,31:40.5,3275,Columbus Drive,40.718355200000005,-74.03891444,3638,Washington St,40.7242941,-74.0354826,48924,Customer,1990,female
1139,24:13.5,43:13.0,3483,Montgomery St,40.71942,-74.05099,3273,Manila & 1st,40.72165072,-74.04288411,43558,Subscriber,1968,male
830,25:15.6,39:06.1,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,47054,Subscriber,1962,male
409,28:27.4,35:17.1,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,45543,Subscriber,1989,male
458,29:47.7,37:25.8,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42528,Subscriber,1964,female
952,33:50.2,49:42.3,3187,Warren St,40.721123600000006,-74.03805095,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44989,Subscriber,1987,female
935,34:06.3,49:41.3,3187,Warren St,40.721123600000006,-74.03805095,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44603,Subscriber,1996,female
208,36:44.7,40:13.3,3187,Warren St,40.721123600000006,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,44737,Subscriber,1964,female
1317,38:27.9,00:25.0,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,44937,Subscriber,1978,male
597,40:11.7,50:09.2,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3203,Hamilton Park,40.72759597,-74.04424731,47054,Subscriber,1962,male
220,40:33.3,44:13.7,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,48739,Subscriber,1987,female
197,46:25.4,49:42.9,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,43928,Subscriber,1969,male
200,48:07.7,51:27.8,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,47188,Subscriber,1964,female
415,50:19.8,57:14.9,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,40285,Subscriber,1985,female
617,50:33.8,00:50.9,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,32370,Subscriber,1990,male
335,51:39.5,57:14.9,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,27403,Subscriber,1975,male
920,51:52.7,07:12.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,47054,Subscriber,1962,male
445,52:31.0,59:56.2,3193,Lincoln Park,40.724605100000005,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,27233,Subscriber,1960,male
269,53:50.6,58:20.2,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,48932,Subscriber,1970,female
257,54:43.6,59:01.3,3483,Montgomery St,40.71942,-74.05099,3276,Marin Light Rail,40.71458404,-74.04281706,42452,Subscriber,1989,male
609,55:04.7,05:14.2,3483,Montgomery St,40.71942,-74.05099,3202,Newport PATH,40.7272235,-74.03375890000001,42591,Subscriber,1992,female
299,56:37.2,01:36.4,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.718355200000005,-74.03891444,42473,Subscriber,1979,male
266,57:17.0,01:43.5,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,41369,Subscriber,1993,male
579,58:15.0,07:54.7,3275,Columbus Drive,40.718355200000005,-74.03891444,3203,Hamilton Park,40.72759597,-74.04424731,42497,Subscriber,1989,female
2407,00:51.3,40:59.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42396,Subscriber,1979,male
813,01:44.3,15:18.2,3681,Grand St,40.71517768,-74.03768331,3211,Newark Ave,40.72152515,-74.04630454,49081,Subscriber,1955,male
196,01:52.2,05:09.2,3273,Manila & 1st,40.72165072,-74.04288411,3209,Brunswick St,40.7241765,-74.05065640000001,43558,Subscriber,1988,male
2695,02:12.7,47:08.6,3275,Columbus Drive,40.718355200000005,-74.03891444,3481,York St,40.71649,-74.04105,40954,Subscriber,1985,male
326,08:05.4,13:31.5,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,43098,Subscriber,1986,female
2494,11:17.3,52:51.4,3203,Hamilton Park,40.72759597,-74.04424731,3276,Marin Light Rail,40.71458404,-74.04281706,42316,Customer,1995,female
296,16:06.2,21:02.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,46537,Subscriber,1986,female
404,16:57.2,23:42.0,3275,Columbus Drive,40.718355200000005,-74.03891444,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42614,Subscriber,1980,male
428,21:29.1,28:38.0,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3185,City Hall,40.717732500000004,-74.04384499999999,29913,Customer,1992,female
1123,23:24.7,42:07.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3681,Grand St,40.71517768,-74.03768331,42160,Customer,1992,male
1085,23:53.5,41:58.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3681,Grand St,40.71517768,-74.03768331,40549,Subscriber,1992,male
1047,24:45.3,42:12.4,3270,Jersey & 6th St,40.72528911,-74.04557168,3681,Grand St,40.71517768,-74.03768331,48915,Customer,1994,male
943,26:23.8,42:07.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3681,Grand St,40.71517768,-74.03768331,44543,Customer,1995,male
199,27:40.7,31:00.2,3205,JC Medical Center,40.71653978,-74.04963791,3211,Newark Ave,40.72152515,-74.04630454,41583,Subscriber,1981,male
175,28:07.6,31:03.2,3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458404,-74.04281706,45543,Subscriber,1989,male
421,30:30.8,37:31.9,3681,Grand St,40.71517768,-74.03768331,3211,Newark Ave,40.72152515,-74.04630454,28877,Subscriber,1975,male
3387,31:35.7,28:02.8,3185,City Hall,40.717732500000004,-74.04384499999999,3211,Newark Ave,40.72152515,-74.04630454,29913,Subscriber,1988,female
280,32:17.6,36:57.8,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958612,-74.04311746,40866,Subscriber,1980,male
2795,34:34.2,21:10.0,3638,Washington St,40.7242941,-74.0354826,3483,Montgomery St,40.71942,-74.05099,46929,Customer,1994,female
316,34:59.3,40:15.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,39533,Subscriber,1959,male
299,37:01.5,42:01.3,3209,Brunswick St,40.7241765,-74.05065640000001,3273,Manila & 1st,40.72165072,-74.04288411,46395,Subscriber,1988,male
828,38:12.2,52:01.0,3273,Manila & 1st,40.72165072,-74.04288411,3198,Heights Elevator,40.74871595,-74.04044329999999,48932,Subscriber,1981,male
1002,38:45.8,55:28.0,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3187,Warren St,40.721123600000006,-74.03805095,44989,Subscriber,1987,female
252,39:06.6,43:19.3,3209,Brunswick St,40.7241765,-74.05065640000001,3187,Warren St,40.721123600000006,-74.03805095,32117,Subscriber,1987,female
971,39:19.3,55:30.9,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3187,Warren St,40.721123600000006,-74.03805095,35285,Subscriber,1996,female
295,44:50.6,49:46.5,3281,Leonard Gordon Park,40.74590997,-74.05727148,3207,Oakland Ave,40.7376037,-74.05247829999999,42143,Subscriber,1989,male
395,49:27.7,56:03.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3275,Columbus Drive,40.718355200000005,-74.03891444,42280,Subscriber,1981,male
632,49:44.0,00:16.5,3681,Grand St,40.71517768,-74.03768331,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42249,Subscriber,1991,male
942,53:25.6,09:08.1,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.03375890000001,44209,Customer,1980,female
2334,56:48.4,35:42.6,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3640,Journal Square,40.733670000000004,-74.0625,44744,Subscriber,1993,female
1730,56:59.0,25:49.8,3198,Heights Elevator,40.74871595,-74.04044329999999,3205,JC Medical Center,40.71653978,-74.04963791,48932,Subscriber,1991,male
233,57:23.5,01:16.6,3205,JC Medical Center,40.71653978,-74.04963791,3279,Dixon Mills,40.72163014,-74.04996783,42396,Subscriber,1987,male
405,57:39.9,04:25.4,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3205,JC Medical Center,40.71653978,-74.04963791,42439,Subscriber,1993,male
96,01:18.6,02:55.2,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.03375890000001,28364,Subscriber,1990,male
2317,01:27.0,40:04.8,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,48913,Subscriber,1977,male
3389,11:43.9,08:13.8,3681,Grand St,40.71517768,-74.03768331,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,47108,Customer,1976,male
3371,11:59.4,08:11.1,3681,Grand St,40.71517768,-74.03768331,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,42456,Subscriber,1973,female
1462,13:53.2,38:15.7,3638,Washington St,40.7242941,-74.0354826,3212,Christ Hospital,40.73478582,-74.05044364,42194,Subscriber,1992,female
1483,14:01.5,38:45.1,3638,Washington St,40.7242941,-74.0354826,3212,Christ Hospital,40.73478582,-74.05044364,42206,Subscriber,1990,male
511,15:57.7,24:28.8,3639,Harborside,40.71925170000001,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,42308,Subscriber,1970,male
479,17:11.5,25:11.0,3205,JC Medical Center,40.71653978,-74.04963791,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,38392,Subscriber,1991,female
939,18:00.1,33:40.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,47257,Subscriber,1992,male
664,19:14.8,30:19.2,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,40464,Customer,1991,male
225,21:14.5,25:00.3,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,31659,Subscriber,1980,female
249,23:45.8,27:55.6,3187,Warren St,40.721123600000006,-74.03805095,3187,Warren St,40.721123600000006,-74.03805095,32117,Subscriber,1986,male
265,25:05.7,29:31.5,3185,City Hall,40.717732500000004,-74.04384499999999,3205,JC Medical Center,40.71653978,-74.04963791,27485,Subscriber,1991,male
2148,26:22.6,02:10.8,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,48932,Subscriber,1991,male
243,28:47.3,32:50.7,3638,Washington St,40.7242941,-74.0354826,3187,Warren St,40.721123600000006,-74.03805095,45656,Subscriber,1989,female
4553,31:24.4,47:18.1,3275,Columbus Drive,40.718355200000005,-74.03891444,3681,Grand St,40.71517768,-74.03768331,42280,Customer,1988,female
422,37:23.7,44:26.0,3276,Marin Light Rail,40.71458404,-74.04281706,3202,Newport PATH,40.7272235,-74.03375890000001,46473,Subscriber,1988,male
262,40:40.6,45:03.0,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.71925170000001,-74.034234,42308,Subscriber,1970,male
3325,44:37.5,40:03.5,3195,Sip Ave,40.7308971,-74.06391263,3196,Riverview Park,40.7443187,-74.04399090000001,44872,Subscriber,1984,female
154,44:43.6,47:17.9,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42452,Subscriber,1989,male
