Trip Duration (secs),starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
266,03:35.5,08:01.8,3273,Manila & 1st,40.72165072,-74.04288411,3209,Brunswick St,40.7241765,-74.05065640000001,42494,Subscriber,1988,male
1543,23:32.9,49:16.1,3681,Grand St,40.71517768,-74.03768331,3213,Van Vorst Park,40.71848892,-74.04772663,45343,Customer,1996,female
1461,23:50.8,48:12.6,3681,Grand St,40.71517768,-74.03768331,3213,Van Vorst Park,40.71848892,-74.04772663,31794,Customer,1995,male
144,39:55.6,42:19.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,48913,Subscriber,1990,male
265,12:20.8,16:46.4,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,41620,Subscriber,1958,male
353,14:02.9,19:56.4,3185,City Hall,40.717732500000004,-74.04384499999999,3192,Liberty Light Rail,40.711242299999995,-74.0557013,40709,Subscriber,1974,male
401,32:40.7,39:22.5,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,42358,Subscriber,1990,female
352,43:31.1,49:23.6,3279,Dixon Mills,40.72163014,-74.04996783,3639,Harborside,40.71925170000001,-74.034234,44857,Subscriber,1969,male
440,51:05.8,58:26.8,3276,Marin Light Rail,40.71458404,-74.04281706,3278,Monmouth and 6th,40.72568548,-74.04879034,44225,Subscriber,1993,male
405,51:59.6,58:45.3,3276,Marin Light Rail,40.71458404,-74.04281706,3270,Jersey & 6th St,40.72528911,-74.04557168,42157,Subscriber,1993,male
568,21:06.1,30:34.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3275,Columbus Drive,40.718355200000005,-74.03891444,42614,Subscriber,1993,female
521,25:24.8,34:06.0,3209,Brunswick St,40.7241765,-74.05065640000001,3276,Marin Light Rail,40.71458404,-74.04281706,42494,Subscriber,1990,male
582,33:23.3,43:05.6,3185,City Hall,40.717732500000004,-74.04384499999999,3269,Brunswick & 6th,40.72601173,-74.05038893,47252,Subscriber,1981,male
730,34:03.8,46:14.3,3185,City Hall,40.717732500000004,-74.04384499999999,3268,Lafayette Park,40.71346383,-74.06285852,35139,Subscriber,1986,female
432,28:58.0,36:10.6,3209,Brunswick St,40.7241765,-74.05065640000001,3276,Marin Light Rail,40.71458404,-74.04281706,32575,Subscriber,1981,male
660,41:32.9,52:33.8,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,48740,Subscriber,2000,male
1480,41:32.2,06:12.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,39421,Customer,1997,male
691,27:19.0,38:50.7,3207,Oakland Ave,40.7376037,-74.05247829999999,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,43572,Subscriber,1991,male
967,47:51.5,03:58.9,3679,Bergen Ave,40.72210379,-74.071455,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,47255,Subscriber,2001,male
286,54:46.7,59:32.9,3207,Oakland Ave,40.7376037,-74.05247829999999,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,40093,Subscriber,1982,male
277,51:09.5,55:47.2,3267,Morris Canal,40.71241882,-74.03852552,3481,York St,40.71649,-74.04105,48742,Subscriber,1985,female
121,52:17.4,54:18.6,3681,Grand St,40.71517768,-74.03768331,3275,Columbus Drive,40.718355200000005,-74.03891444,32526,Subscriber,1962,male
266,18:10.0,22:36.3,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,33677,Subscriber,1981,male
131,18:14.1,20:25.3,3194,McGinley Square,40.72533993,-74.06762213,3678,Fairmount Ave,40.72572614,-74.07195926,41002,Subscriber,1994,female
1471,26:19.7,50:51.6,3276,Marin Light Rail,40.71458404,-74.04281706,3206,Hilltop,40.7311689,-74.0575736,47045,Subscriber,1989,female
474,28:32.5,36:27.3,3194,McGinley Square,40.72533993,-74.06762213,3268,Lafayette Park,40.71346383,-74.06285852,31496,Subscriber,1975,male
520,31:53.8,40:34.1,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.717732500000004,-74.04384499999999,48857,Subscriber,1991,male
526,37:47.0,46:33.2,3206,Hilltop,40.7311689,-74.0575736,3280,Astor Place,40.7192822,-74.07126188,45340,Subscriber,1976,male
311,55:35.0,00:46.3,3209,Brunswick St,40.7241765,-74.05065640000001,3185,City Hall,40.717732500000004,-74.04384499999999,27777,Subscriber,1988,male
216,58:17.2,01:54.1,3678,Fairmount Ave,40.72572614,-74.07195926,3194,McGinley Square,40.72533993,-74.06762213,41002,Subscriber,1966,male
387,58:19.5,04:46.8,3212,Christ Hospital,40.73478582,-74.05044364,3640,Journal Square,40.733670000000004,-74.0625,42251,Customer,1995,male
515,03:02.1,11:37.6,3194,McGinley Square,40.72533993,-74.06762213,3677,Glenwood Ave,40.72755147,-74.07106072,33887,Subscriber,1966,male
449,11:17.0,18:46.7,3267,Morris Canal,40.71241882,-74.03852552,3638,Washington St,40.7242941,-74.0354826,43928,Subscriber,1990,male
3097,16:34.2,08:11.6,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,44236,Subscriber,1978,male
707,18:55.9,30:43.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42112,Subscriber,1982,female
855,19:38.1,33:53.6,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,29727,Subscriber,1968,male
222,24:36.6,28:18.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,40954,Subscriber,1986,male
354,32:33.7,38:28.2,3187,Warren St,40.721123600000006,-74.03805095,3267,Morris Canal,40.71241882,-74.03852552,33677,Subscriber,1985,female
308,34:27.8,39:36.3,3212,Christ Hospital,40.73478582,-74.05044364,3210,Pershing Field,40.74267714,-74.05178863,40885,Subscriber,1988,male
307,34:30.3,39:37.4,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,46326,Subscriber,1981,male
410,39:15.1,46:05.2,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42343,Subscriber,1988,male
291,53:14.1,58:05.6,3210,Pershing Field,40.74267714,-74.05178863,3212,Christ Hospital,40.73478582,-74.05044364,44920,Subscriber,1988,male
226,00:06.4,03:53.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,41002,Subscriber,1967,male
597,01:07.4,11:05.2,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3272,Jersey & 3rd,40.72333159,-74.04595256,46537,Subscriber,1961,male
492,03:48.6,12:01.0,3193,Lincoln Park,40.724605100000005,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,44685,Subscriber,1960,male
6936,11:01.1,06:37.6,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42219,Subscriber,1975,female
366,13:26.8,19:33.3,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,47029,Subscriber,1975,male
3196,21:12.7,14:29.0,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42591,Customer,1990,female
594,24:54.2,34:49.0,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3203,Hamilton Park,40.72759597,-74.04424731,33630,Subscriber,1976,male
2788,28:19.9,14:48.3,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42316,Customer,1986,male
3158,30:48.5,23:26.5,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,46141,Subscriber,1988,female
76,34:33.9,35:50.6,3677,Glenwood Ave,40.72755147,-74.07106072,3677,Glenwood Ave,40.72755147,-74.07106072,33887,Subscriber,2002,male
1483,38:03.2,02:47.0,3677,Glenwood Ave,40.72755147,-74.07106072,3191,Union St,40.71821129999999,-74.08363940000001,33887,Subscriber,2002,male
634,41:22.3,51:57.2,3275,Columbus Drive,40.718355200000005,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,44737,Subscriber,1985,female
740,45:34.0,57:55.0,3185,City Hall,40.717732500000004,-74.04384499999999,3184,Paulus Hook,40.7141454,-74.0335519,48857,Subscriber,1962,male
434,50:29.9,57:44.8,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3275,Columbus Drive,40.718355200000005,-74.03891444,47029,Subscriber,1994,male
492,53:27.2,01:39.9,3638,Washington St,40.7242941,-74.0354826,3267,Morris Canal,40.71241882,-74.03852552,44401,Subscriber,1969,female
319,58:27.1,03:46.5,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,41002,Subscriber,1967,male
522,58:56.7,07:39.2,3203,Hamilton Park,40.72759597,-74.04424731,3276,Marin Light Rail,40.71458404,-74.04281706,38641,Customer,1986,male
1143,00:01.8,19:05.8,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,48857,Subscriber,1962,male
412,05:34.9,12:27.4,3191,Union St,40.71821129999999,-74.08363940000001,3191,Union St,40.71821129999999,-74.08363940000001,38139,Subscriber,2002,male
809,11:25.7,24:55.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3193,Lincoln Park,40.724605100000005,-74.07840595,39421,Customer,1979,male
755,15:19.5,27:55.0,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,45352,Customer,1993,male
1367,18:46.0,41:33.6,3191,Union St,40.71821129999999,-74.08363940000001,3206,Hilltop,40.7311689,-74.0575736,33887,Subscriber,2002,male
1025,20:09.2,37:15.1,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42838,Subscriber,1962,male
1196,28:37.0,48:33.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,40440,Subscriber,1996,male
1310,39:52.9,01:43.1,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3638,Washington St,40.7242941,-74.0354826,42838,Subscriber,1962,male
3419,43:15.9,40:15.5,3206,Hilltop,40.7311689,-74.0575736,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,47257,Subscriber,2002,male
331,57:47.5,03:19.2,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,41696,Subscriber,1990,female
248,59:56.4,04:04.5,3275,Columbus Drive,40.718355200000005,-74.03891444,3638,Washington St,40.7242941,-74.0354826,44968,Subscriber,1993,male
397,02:05.0,08:42.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42343,Subscriber,1988,male
540,02:42.8,11:43.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,46926,Subscriber,1991,male
203,05:49.8,09:13.2,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,38392,Subscriber,1986,male
419,06:05.6,13:05.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,32095,Subscriber,1987,male
341,06:35.7,12:16.9,3638,Washington St,40.7242941,-74.0354826,3203,Hamilton Park,40.72759597,-74.04424731,39442,Subscriber,1998,male
1343,07:47.5,30:10.9,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,42838,Subscriber,1962,male
332,13:32.6,19:05.5,3202,Newport PATH,40.7272235,-74.03375890000001,3681,Grand St,40.71517768,-74.03768331,40756,Subscriber,1962,male
1815,14:32.8,44:48.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3191,Union St,40.71821129999999,-74.08363940000001,47252,Subscriber,1978,male
479,15:26.4,23:25.5,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,45352,Subscriber,1959,male
264,20:37.9,25:02.5,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,47054,Subscriber,1980,male
321,22:56.7,28:18.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3638,Washington St,40.7242941,-74.0354826,42157,Subscriber,1960,male
685,23:49.1,35:14.8,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.724605100000005,-74.07840595,41696,Subscriber,1996,male
557,23:54.6,33:11.9,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,45352,Subscriber,1997,female
1491,24:32.4,49:23.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,45274,Subscriber,1994,female
1467,24:43.3,49:11.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,43361,Subscriber,1991,male
3167,26:43.4,19:30.8,3276,Marin Light Rail,40.71458404,-74.04281706,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,32575,Customer,1989,female
330,27:34.7,33:04.8,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,32095,Subscriber,1987,male
1786,34:11.9,03:58.6,3481,York St,40.71649,-74.04105,3203,Hamilton Park,40.72759597,-74.04424731,43235,Subscriber,1954,female
433,42:23.0,49:36.8,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,44316,Subscriber,1981,male
1334,45:00.8,07:14.9,3187,Warren St,40.721123600000006,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44744,Subscriber,1979,male
2384,47:16.1,27:00.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,47257,Subscriber,2002,male
524,49:02.9,57:47.2,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.717732500000004,-74.04384499999999,46530,Subscriber,1984,female
173,53:57.6,56:51.4,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41620,Subscriber,1974,male
2177,57:32.7,33:50.4,3198,Heights Elevator,40.74871595,-74.04044329999999,3205,JC Medical Center,40.71653978,-74.04963791,48924,Subscriber,1994,male
280,58:46.9,03:27.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,46600,Subscriber,1986,female
678,01:42.0,13:00.2,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,30630,Subscriber,1988,female
3905,04:35.0,09:40.7,3203,Hamilton Park,40.72759597,-74.04424731,3481,York St,40.71649,-74.04105,33630,Subscriber,1954,female
3100,05:16.6,56:57.6,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42591,Subscriber,1994,female
1996,06:49.0,40:05.9,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,44185,Subscriber,1977,male
3218,07:38.7,01:17.4,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,46326,Subscriber,1991,male
171,09:34.7,12:25.9,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,48913,Subscriber,1986,male
1568,17:29.4,43:38.3,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42219,Subscriber,1975,male
592,20:39.2,30:31.3,3280,Astor Place,40.7192822,-74.07126188,3483,Montgomery St,40.71942,-74.05099,44685,Subscriber,1960,male
2291,30:27.1,08:38.6,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,45656,Customer,1980,male
208,33:23.5,36:51.9,3203,Hamilton Park,40.72759597,-74.04424731,3638,Washington St,40.7242941,-74.0354826,43235,Subscriber,1998,male
2358,36:04.8,15:23.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,48924,Subscriber,1994,male
1142,37:00.9,56:03.8,3483,Montgomery St,40.71942,-74.05099,3275,Columbus Drive,40.718355200000005,-74.03891444,46609,Subscriber,1995,female
661,38:50.8,49:51.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3681,Grand St,40.71517768,-74.03768331,42546,Subscriber,1984,male
826,42:37.7,56:24.2,3194,McGinley Square,40.72533993,-74.06762213,3193,Lincoln Park,40.724605100000005,-74.07840595,32095,Subscriber,1969,male
166,42:37.7,45:24.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,47255,Subscriber,1997,male
2986,43:32.9,33:19.4,3280,Astor Place,40.7192822,-74.07126188,3192,Liberty Light Rail,40.711242299999995,-74.0557013,43090,Customer,1991,male
1710,47:19.7,15:50.7,3273,Manila & 1st,40.72165072,-74.04288411,3185,City Hall,40.717732500000004,-74.04384499999999,42422,Subscriber,1969,male
1038,49:26.3,06:44.9,3186,Grove St PATH,40.71958612,-74.04311746,3638,Washington St,40.7242941,-74.0354826,44212,Subscriber,1986,male
754,50:08.2,02:42.9,3483,Montgomery St,40.71942,-74.05099,3280,Astor Place,40.7192822,-74.07126188,44685,Subscriber,1960,male
2042,50:15.7,24:17.8,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,44401,Subscriber,1974,male
1092,50:45.9,08:58.4,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,38460,Subscriber,1959,male
866,50:48.2,05:14.7,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,44603,Subscriber,1967,female
3668,52:34.6,53:42.9,3187,Warren St,40.721123600000006,-74.03805095,3187,Warren St,40.721123600000006,-74.03805095,48932,Customer,1980,female
923,53:00.9,08:24.7,3275,Columbus Drive,40.718355200000005,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,45277,Subscriber,1985,male
3546,54:21.6,53:27.9,3187,Warren St,40.721123600000006,-74.03805095,3187,Warren St,40.721123600000006,-74.03805095,44392,Customer,1970,male
1752,55:51.1,25:03.7,3209,Brunswick St,40.7241765,-74.05065640000001,3209,Brunswick St,40.7241765,-74.05065640000001,47054,Subscriber,1991,male
742,56:52.4,09:15.0,3203,Hamilton Park,40.72759597,-74.04424731,3192,Liberty Light Rail,40.711242299999995,-74.0557013,40858,Subscriber,1992,female
1081,59:50.2,17:51.8,3193,Lincoln Park,40.724605100000005,-74.07840595,3191,Union St,40.71821129999999,-74.08363940000001,45363,Subscriber,1969,male
1780,00:50.3,30:30.9,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42625,Subscriber,1977,male
156,02:23.7,05:00.1,3187,Warren St,40.721123600000006,-74.03805095,3639,Harborside,40.71925170000001,-74.034234,25552,Subscriber,1990,male
605,05:31.4,15:36.9,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3211,Newark Ave,40.72152515,-74.04630454,46340,Subscriber,1992,female
268,13:55.6,18:24.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,48913,Subscriber,1970,male
781,17:01.0,30:02.5,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,48740,Subscriber,1991,male
735,17:26.6,29:42.6,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,38930,Subscriber,1994,female
2006,17:35.4,51:01.7,3205,JC Medical Center,40.71653978,-74.04963791,3198,Heights Elevator,40.74871595,-74.04044329999999,48924,Subscriber,1994,male
160,18:50.5,21:30.8,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,44737,Subscriber,1985,male
1127,19:21.6,38:09.1,3187,Warren St,40.721123600000006,-74.03805095,3638,Washington St,40.7242941,-74.0354826,42361,Subscriber,1985,female
223,19:26.7,23:10.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,42192,Subscriber,1975,female
180,23:28.1,26:28.1,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,44737,Subscriber,1985,male
418,25:46.6,32:45.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3203,Hamilton Park,40.72759597,-74.04424731,44703,Subscriber,1970,female
685,30:14.2,41:40.0,3193,Lincoln Park,40.724605100000005,-74.07840595,3193,Lincoln Park,40.724605100000005,-74.07840595,47254,Subscriber,1964,female
541,33:25.3,42:27.3,3211,Newark Ave,40.72152515,-74.04630454,3192,Liberty Light Rail,40.711242299999995,-74.0557013,42192,Subscriber,1961,male
1552,33:36.1,59:29.0,3191,Union St,40.71821129999999,-74.08363940000001,3195,Sip Ave,40.7308971,-74.06391263,45363,Subscriber,1969,male
431,35:05.4,42:16.5,3209,Brunswick St,40.7241765,-74.05065640000001,3225,Baldwin at Montgomery,40.7236589,-74.0641943,47054,Subscriber,1982,male
504,39:21.5,47:45.6,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42495,Subscriber,1986,male
347,44:06.6,49:54.5,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.718355200000005,-74.03891444,44737,Subscriber,1985,male
220,50:04.3,53:44.5,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,29913,Subscriber,1977,male
286,52:11.2,56:57.7,3275,Columbus Drive,40.718355200000005,-74.03891444,3205,JC Medical Center,40.71653978,-74.04963791,47029,Subscriber,1987,male
648,58:22.6,09:10.6,3275,Columbus Drive,40.718355200000005,-74.03891444,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,42614,Subscriber,1990,female
512,13:50.0,22:22.6,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3638,Washington St,40.7242941,-74.0354826,48915,Subscriber,1958,male
2033,23:20.5,57:14.1,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,48915,Subscriber,1958,male
673,59:44.0,10:57.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3184,Paulus Hook,40.7141454,-74.0335519,48915,Subscriber,1958,male
2024,04:25.7,38:10.5,3483,Montgomery St,40.71942,-74.05099,3203,Hamilton Park,40.72759597,-74.04424731,42206,Subscriber,1958,male
350,07:34.1,13:25.1,3267,Morris Canal,40.71241882,-74.03852552,3205,JC Medical Center,40.71653978,-74.04963791,44401,Subscriber,1991,male
178,09:12.1,12:10.7,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,45256,Subscriber,1959,male
975,16:14.1,32:29.5,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,48740,Subscriber,1960,male
1102,39:18.1,57:40.7,3203,Hamilton Park,40.72759597,-74.04424731,3483,Montgomery St,40.71942,-74.05099,42206,Subscriber,1958,male
374,56:03.8,02:18.7,3483,Montgomery St,40.71942,-74.05099,3268,Lafayette Park,40.71346383,-74.06285852,44762,Subscriber,1987,male
2361,58:40.8,38:02.7,3483,Montgomery St,40.71942,-74.05099,3679,Bergen Ave,40.72210379,-74.071455,42206,Subscriber,1958,male
717,02:58.7,14:56.0,3275,Columbus Drive,40.718355200000005,-74.03891444,3638,Washington St,40.7242941,-74.0354826,44398,Customer,1992,male
454,04:45.5,12:19.7,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,42525,Subscriber,1982,male
488,04:59.2,13:07.6,3185,City Hall,40.717732500000004,-74.04384499999999,3268,Lafayette Park,40.71346383,-74.06285852,44787,Subscriber,1991,male
398,05:47.1,12:25.5,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,44907,Subscriber,1984,female
612,10:10.5,20:23.1,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.717732500000004,-74.04384499999999,40549,Subscriber,1990,male
528,21:51.7,30:40.1,3195,Sip Ave,40.7308971,-74.06391263,3211,Newark Ave,40.72152515,-74.04630454,38460,Customer,1995,male
462,25:29.9,33:12.5,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,40318,Subscriber,1985,male
386,35:27.4,41:53.8,3267,Morris Canal,40.71241882,-74.03852552,3185,City Hall,40.717732500000004,-74.04384499999999,28458,Subscriber,1985,female
609,38:20.1,48:29.9,3679,Bergen Ave,40.72210379,-74.071455,3483,Montgomery St,40.71942,-74.05099,42206,Subscriber,1958,male
351,48:51.0,54:42.7,3185,City Hall,40.717732500000004,-74.04384499999999,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,42810,Subscriber,1988,male
475,53:02.3,00:58.2,3678,Fairmount Ave,40.72572614,-74.07195926,3192,Liberty Light Rail,40.711242299999995,-74.0557013,41002,Subscriber,1974,male
456,18:40.9,26:17.9,3185,City Hall,40.717732500000004,-74.04384499999999,3267,Morris Canal,40.71241882,-74.03852552,28458,Subscriber,1985,female
932,19:23.0,34:55.8,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3681,Grand St,40.71517768,-74.03768331,46926,Subscriber,1960,male
172,42:13.1,45:05.2,3267,Morris Canal,40.71241882,-74.03852552,3184,Paulus Hook,40.7141454,-74.0335519,33677,Subscriber,1991,male
195,54:13.2,57:29.0,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,33677,Subscriber,1991,male
338,56:04.2,01:42.9,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3185,City Hall,40.717732500000004,-74.04384499999999,42810,Subscriber,1988,male
416,15:00.0,21:56.5,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,44907,Subscriber,1984,female
366,15:52.7,21:59.0,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,44971,Subscriber,1982,male
1736,35:57.1,04:53.6,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,25541,Subscriber,1964,male
569,17:42.2,27:11.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,47054,Customer,1998,male
347,56:05.4,01:53.3,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,47054,Customer,1998,male
537,16:08.1,25:05.8,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,33433,Customer,1995,male
210,36:18.0,39:48.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,25176,Subscriber,1986,male
398,40:03.1,46:42.0,3205,JC Medical Center,40.71653978,-74.04963791,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,25176,Subscriber,1986,male
862,40:27.7,54:50.0,3278,Monmouth and 6th,40.72568548,-74.04879034,3269,Brunswick & 6th,40.72601173,-74.05038893,44370,Subscriber,1982,male
